0.108108	 -0.420420	 0.696697
0.117117	 -0.423423	 0.681682
0.087087	 -0.423423	 0.681682
0.117117	 -0.429429	 0.705706
0.126126	 -0.444444	 0.672673
0.105105	 -0.423423	 0.675676
0.096096	 -0.432432	 0.666667
0.114114	 -0.420420	 0.684685
0.105105	 -0.435435	 0.693694
0.111111	 -0.405405	 0.663664
0.102102	 -0.426426	 0.672673
0.126126	 -0.408408	 0.684685
0.099099	 -0.423423	 0.663664
0.114114	 -0.444444	 0.654655
0.108108	 -0.438438	 0.672673
0.123123	 -0.441441	 0.657658
0.129129	 -0.441441	 0.693694
0.114114	 -0.438438	 0.672673
0.114114	 -0.432432	 0.672673
0.117117	 -0.435435	 0.681682
0.108108	 -0.426426	 0.696697
0.111111	 -0.447447	 0.669670
0.114114	 -0.432432	 0.684685
0.132132	 -0.408408	 0.672673
0.120120	 -0.444444	 0.696697
0.117117	 -0.429429	 0.681682
0.120120	 -0.444444	 0.678679
0.111111	 -0.429429	 0.669670
0.126126	 -0.420420	 0.684685
0.126126	 -0.432432	 0.672673
0.123123	 -0.429429	 0.687688
0.141141	 -0.441441	 0.663664
0.111111	 -0.423423	 0.687688
0.126126	 -0.438438	 0.666667
0.105105	 -0.423423	 0.693694
0.123123	 -0.423423	 0.693694
0.123123	 -0.447447	 0.669670
0.117117	 -0.447447	 0.681682
0.144144	 -0.438438	 0.708709
0.120120	 -0.426426	 0.696697
0.126126	 -0.438438	 0.690691
0.135135	 -0.435435	 0.675676
0.123123	 -0.429429	 0.681682
0.135135	 -0.411411	 0.693694
0.138138	 -0.420420	 0.684685
0.126126	 -0.432432	 0.684685
0.117117	 -0.441441	 0.705706
0.120120	 -0.438438	 0.684685
0.129129	 -0.423423	 0.693694
0.132132	 -0.420420	 0.678679
0.123123	 -0.441441	 0.699700
0.135135	 -0.429429	 0.705706
0.156156	 -0.432432	 0.654655
0.141141	 -0.435435	 0.669670
0.129129	 -0.429429	 0.711712
0.138138	 -0.426426	 0.660661
0.129129	 -0.429429	 0.687688
0.144144	 -0.420420	 0.696697
0.147147	 -0.435435	 0.675676
0.132132	 -0.432432	 0.702703
0.150150	 -0.426426	 0.696697
0.150150	 -0.438438	 0.684685
0.132132	 -0.432432	 0.696697
0.138138	 -0.426426	 0.684685
0.153153	 -0.435435	 0.669670
0.135135	 -0.441441	 0.687688
0.132132	 -0.438438	 0.672673
0.147147	 -0.417417	 0.675676
0.138138	 -0.432432	 0.696697
0.132132	 -0.438438	 0.684685
0.150150	 -0.444444	 0.672673
0.138138	 -0.408408	 0.690691
0.141141	 -0.429429	 0.681682
0.132132	 -0.450450	 0.690691
0.138138	 -0.426426	 0.678679
0.147147	 -0.441441	 0.675676
0.111111	 -0.435435	 0.681682
0.078078	 -0.420420	 0.678679
0.021021	 -0.393393	 0.663664
-0.063063	 -0.369369	 0.669670
-0.093093	 -0.345345	 0.669670
-0.135135	 -0.285285	 0.681682
-0.174174	 -0.264264	 0.684685
-0.213213	 -0.231231	 0.669670
-0.246246	 -0.198198	 0.672673
-0.255255	 -0.147147	 0.657658
-0.261261	 -0.075075	 0.711712
-0.276276	 -0.060060	 0.708709
-0.306306	 -0.042042	 0.684685
-0.285285	 -0.009009	 0.693694
-0.291291	 0.057057	 0.705706
-0.297297	 0.117117	 0.705706
-0.276276	 0.168168	 0.690691
-0.282282	 0.222222	 0.696697
-0.282282	 0.174174	 0.702703
-0.309309	 -0.009009	 0.657658
-0.270270	 -0.204204	 0.618619
-0.165165	 -0.321321	 0.603604
-0.006006	 -0.420420	 0.606607
0.162162	 -0.438438	 0.612613
0.321321	 -0.459459	 0.585586
0.411411	 -0.441441	 0.585586
0.456456	 -0.438438	 0.588589
0.495495	 -0.435435	 0.561562
0.534535	 -0.408408	 0.582583
0.576577	 -0.366366	 0.612613
0.600601	 -0.318318	 0.600601
0.630631	 -0.276276	 0.606607
0.663664	 -0.189189	 0.639640
0.717718	 -0.069069	 0.639640
0.714715	 0.078078	 0.666667
0.696697	 0.180180	 0.660661
0.657658	 0.267267	 0.651652
0.615616	 0.321321	 0.651652
0.624625	 0.354354	 0.642643
0.594595	 0.378378	 0.600601
0.642643	 0.312312	 0.618619
0.675676	 0.273273	 0.615616
0.681682	 0.273273	 0.603604
0.678679	 0.306306	 0.576577
0.597598	 0.423423	 0.567568
0.582583	 0.438438	 0.564565
0.624625	 0.354354	 0.636637
0.624625	 0.348348	 0.678679
0.600601	 0.378378	 0.684685
0.489489	 0.393393	 0.693694
0.372372	 0.432432	 0.726727
0.294294	 0.426426	 0.744745
0.261261	 0.447447	 0.753754
0.303303	 0.465465	 0.753754
0.270270	 0.480480	 0.738739
0.255255	 0.507508	 0.699700
0.138138	 0.510511	 0.714715
-0.012012	 0.492492	 0.636637
-0.141141	 0.471471	 0.645646
-0.219219	 0.387387	 0.639640
-0.243243	 0.321321	 0.621622
-0.264264	 0.306306	 0.588589
-0.258258	 0.306306	 0.618619
-0.261261	 0.303303	 0.633634
-0.243243	 0.297297	 0.603604
-0.255255	 0.261261	 0.609610
-0.273273	 0.261261	 0.609610
-0.282282	 0.252252	 0.606607
-0.288288	 0.150150	 0.624625
-0.309309	 0.171171	 0.639640
-0.285285	 0.231231	 0.615616
-0.306306	 0.162162	 0.612613
-0.318318	 0.036036	 0.594595
-0.297297	 -0.129129	 0.543544
-0.195195	 -0.273273	 0.555556
-0.060060	 -0.354354	 0.618619
0.054054	 -0.408408	 0.636637
-0.075075	 -0.315315	 0.663664
-0.246246	 -0.096096	 0.618619
-0.288288	 0.168168	 0.612613
-0.171171	 0.411411	 0.633634
0.126126	 0.552553	 0.606607
0.471471	 0.489489	 0.633634
0.705706	 0.279279	 0.603604
0.780781	 0.132132	 0.588589
0.768769	 0.024024	 0.564565
0.801802	 -0.009009	 0.471471
0.795796	 -0.069069	 0.441441
0.774775	 -0.120120	 0.468468
0.714715	 -0.180180	 0.540541
0.666667	 -0.222222	 0.594595
0.612613	 -0.228228	 0.666667
0.582583	 -0.276276	 0.666667
0.582583	 -0.240240	 0.660661
0.603604	 -0.249249	 0.651652
0.582583	 -0.228228	 0.672673
0.579580	 -0.201201	 0.729730
0.525526	 -0.147147	 0.789790
0.396396	 -0.072072	 0.882883
0.228228	 0.006006	 0.882883
0.156156	 0.006006	 0.918919
0.150150	 0.024024	 0.894895
0.123123	 0.003003	 0.879880
0.087087	 -0.045045	 0.879880
0.057057	 -0.123123	 0.837838
-0.054054	 -0.396396	 0.504505
-0.069069	 -0.393393	 0.363363
-0.075075	 -0.357357	 0.213213
-0.093093	 -0.267267	 0.099099
-0.126126	 -0.120120	 0.012012
-0.135135	 0.003003	 -0.033033
-0.135135	 0.117117	 -0.015015
-0.138138	 0.252252	 0.036036
-0.135135	 0.345345	 0.099099
-0.138138	 0.420420	 0.192192
